r_model	r_value	combinations	p_value	p_model
{Zheng_PNAS2012}	0.1805021615	2_6_08_06	0	{Bungay2003}
{Zheng_PNAS2012}	0.0834405637	2_6_10_14	0	{Bungay2003}
{Zheng_PNAS2012}	0.0837189859	2_6_12_10	0	{Bungay2003}
{Zheng_PNAS2012}	0.1039029609	2_6_16_08	0	{Bungay2003}
{Zheng_PNAS2012}	0.2208656614	2_7_08_06	0	{Bungay2003}
{Zheng_PNAS2012}	0.0883564398	2_7_10_14	0	{Bungay2003}
{Zheng_PNAS2012}	0.0952066436	2_7_12_10	0	{Bungay2003}
{Zheng_PNAS2012}	0.1089736799	2_7_16_08	0	{Bungay2003}
{Zheng_PNAS2012}	0.0640857913	2_8_08_06	0	{Bungay2003}
{Zheng_PNAS2012}	0.0338337153	2_8_10_14	0	{Bungay2003}
{Zheng_PNAS2012}	0.0354418446	2_8_12_10	0	{Bungay2003}
{Zheng_PNAS2012}	0.0429055418	2_8_16_08	0	{Bungay2003}
{Zheng_PNAS2012}	1.0	2_9_08_06	0	{Bungay2003}
{Zheng_PNAS2012}	0.3822416647	2_9_10_14	0	{Bungay2003}
{Zheng_PNAS2012}	0.2463640322	2_9_12_10	0	{Bungay2003}
{Zheng_PNAS2012}	0.4152477064	2_9_16_08	0	{Bungay2003}
